final_text,sentiment
best series shibu best food iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,0
took one hour deliver one shake,1
worst ever experience not recommended allworst pizza tried shake also not worthquantity worth itplease dont try place also not cooperating,1
service pathetic even though not much crowd wait minute average place not frequently visited people time visit okay,1
nice comfortable space superb customer service really impressed fact staff arranged sofa table u request odd hour even not make prior feel place absolutely bukhara itc maurya delhi butter naan something die forthe thing slightly disappointed fact signature dish dal bukhara little overcooked,0
ever wished perfect restaurant wish come true season world cup going live screening want sing heart using karaoke youre one like outdoor sitting not air conditioning well option outdoor sitting along rooftop option available free valet parking also smoking area also even breakfast option provides vegetarian food also serf jain food,0
best place order food,0
spent lot time selecting cake special occasion delivered different cake ordered didnt come specially taste cake pathetic chinni ke rate inhi logo ke wajah se jayda huee hai,1
fabulous combinationtry put daal wid naan orange peel vodka shot amazed wid experience,0
enjoyed food well service mr bappa,0
hello everyone actually dont word describe food amazing variety oh god stayed crowne plaza offered discount buffet im member first time cant wait north indian chinese italian continental lebanese soo spread worth every pennymustcomemustvisit,0
burrito bowl full paneer barely sour cream speak whole thing bland salsa cut tomato onion nothing like burrito bowl disappointed,1
beautiful ambience tasty food great service must visit place jaipur love visit,0
ambience friendly,0
poor quality paneer butter masalaexcess water coming side,1
good food service specially vikram singh served u well,0
salad asked saut vegetable kinda food presented way bad couldnt eat properly cappuccino damn dark stong kinda latte bad day,1
place justice name arrived place midday left place late evening no interference however didnt like constant disturbance asking staff shift every whether ac fixing not good fine rest not worth ordering hadplatter picture clear everythingpasta ordered pink sauce pasta didnt look like neither taste fine tasted sweet dont know worst pink sauce ever masal not worth cafe item could enjoyed home,1
little expensive rest taste good,0
ton thanks manager others wonderful dining experience amazing time roof top comfortable great ambient food absolutely spectacular ate two meal waiter wonderful quick servicing great place,0
one best restaurant town staff friendly copretive,0
awesome food quality shibu given nice patience service everyone come try believe worth,0
quantity hardly vegetable eat rice chapati,1
got felt really disappointed hot choco lava unbaked,1
went high expectation food good ordered chicken curry paranatha served hair parantha ruined everything positive note didnt charge hair,1
start saying love place food ambience staff especially mayank thumb guy assisted everything needed enjoyed time,0
recommendation friend went chill friday located separate wing sunny trade center location easy chase ambience barrestro divided floor one dine area one roof top preferred rooftop seating day bit breezy outside since rooftop covered glass wall hardly breeze could flow personally felt sad didnt got chance visit dine area no comment although arrangement good live tv screen running back music seating table actually closed,1
place one best place hangout friend jaipur place good interior cozy would recommend time,0
low quality fish not worth,1
excellent service provided piyush good ambiance food quality average staff behaviour excellent restaurant name interesting socorro,0
absolutely magnificent view hawa mahal allows take break craziness street food par maharaja lassi really fresh delicious,1
tried tandoori chicken kebab great staff specially gannu polite great meal,0
nice food zaberdest sarvicr nirmal vai,0
taste not good item missing ill order p given,1
great food kadhai paneer tawa paneer really great must try nirmal sharma great hospitality biryani rabri also must try,0
